business_category,item_code,total_amount,base_amount,total_nlc,units,gm,gm_percent
Apparel,CS601765XL,28095,26088,27588,57,-1500,-0.05749770009199632
Apparel,CS601765XXL,1369,1304,1598,2,-294,-0.2254601226993865
Apparel,CS601766L,-3484,-3318,22163,0,-25481,7.679626280892104
Apparel,CS601766M,-5982,-5697,-1212,-3,-4485,0.7872564507635598
Apparel,CS601766S,-2627,-2501,0,0,-2501,1
Apparel,CS601766XL,-3218,-3065,0,0,-3065,1
Apparel,CS601766XXL,477,455,160,1,295,0.6483516483516484
Apparel,CS601767L,-4763,-4536,1212,3,-5748,1.2671957671957672
Apparel,CS601767M,-6700,-6381,-420,-1,-5961,0.9341795956746591
Apparel,CS601767S,-2940,-2800,-1212,-3,-1588,0.5671428571428572
Apparel,CS601767XL,-5077,-4835,-2424,-6,-2411,0.4986556359875905
Apparel,CS601767XXL,-1709,-1627,-808,-2,-819,0.503380454824831
Apparel,CS601768L,-13236,-12606,-2828,-7,-9778,0.7756623829922259
Apparel,CS601768M,-9057,-8626,2420,5,-11046,1.280547182935312
Apparel,CS601768S,-2792,-2659,-808,-2,-1851,0.6961263632944716
Apparel,CS601768XL,-4988,-4819,-808,-2,-4011,0.8323303589956422
Apparel,CS601768XXL,-2702,-2573,-808,-2,-1765,0.6859696851923824
Apparel,CS601769,795,757,530,2,227,0.2998678996036988
Apparel,CS601769L,-3941,-3753,1696,4,-5449,1.4519051425526246
Apparel,CS601769M,-5661,-5392,-424,-1,-4968,0.9213649851632048
Apparel,CS601769S,-2350,-2238,-404,-1,-1834,0.8194816800714924
Apparel,CS601769XL,-1572,-1497,424,1,-1921,1.2832331329325317
Apparel,CS601769XXL,-1185,-1129,404,1,-1533,1.3578387953941542
Apparel,CS601770,1766,1682,1472,4,210,0.1248513674197384
Apparel,CS601770L,-6437,-6130,-2424,-6,-3706,0.6045676998368679
Apparel,CS601770M,-7796,-7425,-3632,-8,-3793,0.5108417508417509
Apparel,CS601770S,-367,-349,0,0,-349,1
Apparel,CS601770XL,-301,-287,0,0,-287,1
Apparel,CS601770XXL,-34,-32,-404,-1,372,-11.625
Apparel,CS601771,1771,1686,2361,4,-675,-0.400355871886121
Apparel,CS601771L,-8875,-8452,-4040,-10,-4412,0.5220066256507335
Apparel,CS601771M,785,748,3360,8,-2612,-3.4919786096256686
Apparel,CS601771S,871,829,355,1,474,0.571773220747889
Apparel,CS601771XL,-3811,-3630,404,1,-4034,1.1112947658402204
Apparel,CS601771XXL,395,377,0,0,377,1
Apparel,CS601772L,-2227,-2121,20136,3,-22257,10.493635077793494
Apparel,CS601772M,-2596,-2473,1616,4,-4089,1.6534573392640517
Apparel,CS601772S,-667,-635,0,0,-635,1
Apparel,CS601772XL,-2743,-2612,-808,-2,-1804,0.6906584992343032
Apparel,CS601772XXL,-3171,-3020,-1616,-4,-1404,0.4649006622516556
Apparel,CS601773,1012,964,2342,2,-1378,-1.429460580912863
Apparel,CS601773M,4253,4050,6776,14,-2726,-0.6730864197530865
Apparel,CS601773S,477,455,404,1,51,0.11208791208791209
Apparel,CS601773XL,222,212,404,1,-192,-0.9056603773584906
Apparel,CS601773XXL,-11,-10,0,0,-10,1
Apparel,CS601774L,1761,1678,-404,-1,2082,1.2407628128724673
Apparel,CS601774M,17356,16389,1212,3,15177,0.9260479589968882
Apparel,CS601774S,215,205,0,0,205,1
Apparel,CS601774XL,12920,12121,4040,10,8081,0.6666941671479251
Apparel,CS601774XXL,-493,-470,0,0,-470,1
Apparel,CS601775L,44320,42244,79346,194,-37102,-0.8782785721049143
Apparel,CS601775M,56593,53865,83436,204,-29571,-0.5489835700362016
Apparel,CS601775S,-9341,-8376,14724,36,-23100,2.7578796561604584
Apparel,CS601775XL,63487,60464,71994,213,-11530,-0.19069198200582166
Apparel,CS601775XXL,4232,4030,23313,57,-19283,-4.784863523573201
Apparel,CS601776L,75762,72351,92752,248,-20401,-0.2819726057690979
Apparel,CS601776M,54979,52284,77792,208,-25508,-0.4878739193634764
Apparel,CS601776S,5258,4502,19708,52,-15206,-3.37760995113283
Apparel,CS601776XL,94289,89386,94738,280,-5352,-0.05987514823350413
Apparel,CS601776XXL,11424,10165,25393,67,-15228,-1.4980816527299556
Apparel,CS601777L,58979,56170,81864,216,-25694,-0.45743279330603526
Apparel,CS601777M,14565,13871,32786,97,-18915,-1.3636363636363635
Apparel,CS601777S,-16701,-15098,5726,14,-20824,1.3792555305338456
Apparel,CS601777XL,67390,64181,95508,252,-31327,-0.48810395599943907
Apparel,CS601777XXL,6593,6466,17594,52,-11128,-1.7210021651716672
Apparel,CS700044L,644796,606702,534122,906,72580,0.11963039515280978
Apparel,CS700044M,575446,541127,417216,787,123911,0.22898691065128887
Apparel,CS700044S,295351,278602,225458,423,53144,0.19075239948026215
Apparel,CS700044XL,403529,379881,328156,619,51725,0.13616106096382816
Apparel,CS700044XS,92428,88317,21527,48,66790,0.756253043015501
Apparel,CS700044XXL,415972,394906,245688,554,149218,0.377857009009739
Apparel,CS700044XXXL,177870,168733,115455,264,53278,0.31575329070187813
Apparel,CS700045L,39075,34925,27666,58,7259,0.2078453829634932
Apparel,CS700045M,-2720,-2591,-470,-1,-2121,0.8186028560401389
Apparel,CS700045S,18544,16722,7991,17,8731,0.5221265398875733
Apparel,CS700045XL,23298,19754,14947,31,4807,0.2433431203806824
Apparel,CS700045XS,11730,12743,0,0,12743,1
Apparel,CS700045XXL,8044,7412,7232,15,180,0.024284943335132217
Apparel,CS700045XXXL,-5189,-4633,-8370,-18,3737,-0.8066047917116339
Apparel,CS700046L,23062,19798,-7904,-16,27702,1.399232245681382
Apparel,CS700046M,72088,64364,45409,91,18955,0.2944969237461935
Apparel,CS700046S,23834,22699,8032,16,14667,0.6461518128551919
Apparel,CS700046XL,114630,108569,87456,171,21113,0.19446619200692647
Apparel,CS700046XS,20919,19468,2180,4,17288,0.8880213683994247
Apparel,CS700046XXL,49380,46395,22590,45,23805,0.513094083414161
Apparel,CS700046XXXL,231,1844,-13052,-26,14896,8.078091106290673
Apparel,CS700047L,21149,19563,13972,28,5591,0.2857946122782804
Apparel,CS700047M,9093,9429,8534,17,895,0.09491992788206596
Apparel,CS700047S,7803,7642,2510,5,5132,0.671551949751374
Apparel,CS700047XL,74602,71856,45180,90,26676,0.3712424849699399
Apparel,CS700047XS,171832,162888,141669,277,21219,0.13026742301458671
Apparel,CS700047XXL,-19799,-15109,-10479,-21,-4630,0.30643987027599445
Apparel,CS700047XXXL,-68355,-61624,-65260,-130,3636,-0.05900298584966896
Apparel,CS700048700152M,682,650,924,1,-274,-0.42153846153846153
Apparel,CS700048L,980078,921990,744661,1336,177329,0.19233288864304385
Apparel,CS700048M,969989,910634,725982,1304,184652,0.20277301308758514
Apparel,CS700048S,438072,415103,342081,623,73022,0.17591296617947835
Apparel,CS700048XL,871157,822633,710594,1283,112039,0.13619560606005351
Apparel,CS700048XS,281390,268082,195260,356,72822,0.2716407666311054
Apparel,CS700048XXL,869173,824978,602709,1093,222269,0.26942415434108546
Apparel,CS700048XXXL,338970,319029,219878,493,99151,0.3107899281883465
Apparel,CS700049L,114826,109221,77810,155,31411,0.2875912141438002
Apparel,CS700049M,122492,116503,72776,145,43727,0.375329390659468
Apparel,CS700049S,13889,15567,-4665,-9,20232,1.2996723838889959
Apparel,CS700049XL,193150,181062,134463,261,46599,0.2573648805381582
Apparel,CS700049XS,-17949,-13832,-27108,-54,13276,-0.9598033545401966
Apparel,CS700049XXL,67395,64220,49721,90,14499,0.2257707879165369
Apparel,CS700049XXXL,13770,13924,-8677,-17,22601,1.623168629704108
Apparel,CS700060L,3001,2858,7546,18,-4688,-1.6403079076277116
Apparel,CS700060M,5443,5184,5880,14,-696,-0.13425925925925927
Apparel,CS700060S,-1996,-1901,-1676,-4,-225,0.11835875854813256
Apparel,CS700060XL,5117,4657,5395,13,-738,-0.1584711187459738
Apparel,CS700060XXL,615,586,830,2,-244,-0.41638225255972694
Apparel,CS700065L,4645,4424,6903,19,-2479,-0.5603526220614828
Apparel,CS700065M,-4307,-4102,-1638,-6,-2464,0.6006825938566553
Apparel,CS700065S,-2943,-2803,-4095,-15,1292,-0.46093471280770604
Apparel,CS700065XL,8938,8513,6903,19,1610,0.18912251850111594
Apparel,CS700065XXL,429,409,363,1,46,0.11246943765281174
Apparel,CS700067L,52560,50057,71794,240,-21737,-0.434244960744751
Apparel,CS700067M,88566,86623,118404,396,-31781,-0.3668887016150445
Apparel,CS700067S,21209,20199,25245,85,-5046,-0.2498143472449131
Apparel,CS700067XL,25098,23903,37856,104,-13953,-0.583734259297996
Apparel,CS700067XXL,-10637,-9075,-5382,-18,-3693,0.4069421487603306
Apparel,CS700068M,8,7,0,0,7,1
Apparel,CS700070L,106469,99941,86344,172,13597,0.13605026965909886
Apparel,CS700070M,122109,116388,99898,199,16490,0.14168127298346908
Apparel,CS700070S,53116,50527,43172,86,7355,0.14556573713064302
Apparel,CS700070XL,204667,182889,162146,323,20743,0.11341852161693705
Apparel,CS700070XS,35714,34678,31124,62,3554,0.10248572582040487
Apparel,CS700070XXL,92412,82142,71786,143,10356,0.12607435903678996
Apparel,CS700070XXXL,38908,34709,29618,59,5091,0.14667665447002218
Apparel,CS700071L,123786,117839,68400,138,49439,0.4195470090547272
Apparel,CS700071M,190373,178296,115324,235,62972,0.3531879571050388
Apparel,CS700071S,41886,39891,24036,49,15855,0.3974580732496052
Apparel,CS700071XL,85247,81187,51004,103,30183,0.37177134270264944
Apparel,CS700071XS,47813,45536,27488,55,18048,0.39634574841883347
Apparel,CS700071XXL,94092,89226,67586,136,21640,0.24253020420056934
Apparel,CS700071XXXL,35347,34180,28614,57,5566,0.1628437682855471
Apparel,CS700072L,67736,60556,52208,104,8348,0.13785586894775084
Apparel,CS700072M,94196,84035,72288,144,11747,0.13978699351460702
Apparel,CS700072S,26029,24790,21084,42,3706,0.14949576442113754
Apparel,CS700072XL,39011,37153,33132,66,4021,0.10822813770085861
Apparel,CS700072XS,13754,13099,11546,23,1553,0.11855866860065654
Apparel,CS700072XXL,29532,28026,25100,50,2926,0.10440305430671519
Apparel,CS700072XXXL,29814,28252,24096,48,4156,0.14710462976072491
Apparel,CS700112L,-33619,-32018,9350,25,-41368,1.2920232369292273
Apparel,CS700112M,-43135,-41081,14212,38,-55293,1.3459506827974002
Apparel,CS700112S,-15162,-14440,4488,12,-18928,1.310803324099723
Apparel,CS700112XL,-26181,-24935,5610,15,-30545,1.2249849608983356
Apparel,CS700112XXL,-11383,-10841,2618,7,-13459,1.2414906373950743
Apparel,CS700113L,5416,5158,4334,11,824,0.15975184179914695
Apparel,CS700113M,11342,9761,8274,21,1487,0.15234094867329168
Apparel,CS700113S,1396,1329,1182,3,147,0.11060948081264109
Apparel,CS700113XL,-300,-286,-394,-1,108,-0.3776223776223776
Apparel,CS700113XXL,1113,1060,788,2,272,0.25660377358490566
Apparel,CS700114700115XL,2581,2305,1768,2,537,0.23297180043383947
Apparel,CS700114L,9497,8737,4128,16,4609,0.5275266109648621
Apparel,CS700114M,10452,9392,3612,14,5780,0.6154173764906303
Apparel,CS700114S,5160,4914,4128,16,786,0.15995115995115994
Apparel,CS700114XL,11264,10728,4902,19,5826,0.5430648769574944
Apparel,CS700114XXL,-45,-43,774,3,-817,19
Apparel,CS700115L,34917,33161,26884,74,6277,0.1892886221766533
Apparel,CS700115M,102693,98458,96274,265,2184,0.022182047167320074
Apparel,CS700115S,20920,19345,17075,47,2270,0.11734298268286379
Apparel,CS700115XL,10600,10095,6539,18,3556,0.35225359088657754
Apparel,CS700115XXL,1379,1313,-363,-1,1676,1.2764661081492765
Apparel,CS700116700117L,764,682,405,0,277,0.40615835777126097
Apparel,CS700116700117M,4302,3841,4448,3,-607,-0.15803176256183285
Apparel,CS700116700117XL,567,506,467,0,39,0.07707509881422925
Apparel,CS700116L,8902,8050,9009,33,-959,-0.1191304347826087
Apparel,CS700116M,341,325,0,0,325,1
Apparel,CS700116S,4843,4491,3003,11,1488,0.33132932531730125
Apparel,CS700116XL,-4517,-4060,3822,14,-7882,1.9413793103448276
Apparel,CS700116XXL,147,140,273,1,-133,-0.95
Apparel,CS700117L,-6791,-6468,3633,10,-10101,1.5616883116883118
Apparel,CS700117M,-20249,-17954,-2906,-8,-15048,0.8381419182354907
Apparel,CS700117S,-1500,-1429,-726,-2,-703,0.4919524142757173
Apparel,CS700117XL,-577,-550,1089,3,-1639,2.98
Apparel,CS700117XXL,1767,1683,1089,3,594,0.35294117647058826
Apparel,CS700118L,8697,7427,1528,8,5899,0.7942641712669988
Apparel,CS700118M,-985,-938,-382,-2,-556,0.5927505330490405
Apparel,CS700118S,-1933,-1841,-573,-3,-1268,0.6887561108093427
Apparel,CS700118XL,-478,-455,0,0,-455,1
Apparel,CS700118XXL,1063,949,191,1,758,0.7987355110642782
Apparel,CS700119700120XL,716,639,313,0,326,0.5101721439749609
Apparel,CS700119700120XXL,716,639,313,0,326,0.5101721439749609
Apparel,CS700119L,-21229,-20218,1267,7,-21485,1.0626669304580076
Apparel,CS700119M,1217,1159,-362,-2,1521,1.3123382226056945
Apparel,CS700119S,-371,-354,-905,-5,551,-1.5564971751412429
Apparel,CS700119XL,-10474,-9975,1629,9,-11604,1.1633082706766917
Apparel,CS700119XXL,-229,-218,544,3,-762,3.4954128440366974
Apparel,CS700120700118XL,-366,-327,115,-1,-442,1.3516819571865444
Apparel,CS700120L,392325,372779,210041,1180,162738,0.4365535612252836
Apparel,CS700120M,333311,316547,182450,1025,134097,0.4236242959181417
Apparel,CS700120S,86119,81959,45746,257,36213,0.4418428726558401
Apparel,CS700120XL,244530,232245,127448,716,104797,0.4512346875067278
Apparel,CS700120XXL,79354,75407,42720,240,32687,0.4334743458830082
Apparel,CS700121L,-1963,-1870,1404,6,-3274,1.750802139037433
Apparel,CS700121M,9148,8151,3047,13,5104,0.6261808367071525
Apparel,CS700121S,-395,-376,-234,-1,-142,0.3776595744680851
Apparel,CS700121XL,3557,3387,468,2,2919,0.8618246235606731
Apparel,CS700121XXL,1544,1470,1284,6,186,0.12653061224489795
Apparel,CS700122700123M,1510,1348,1298,1,50,0.037091988130563795
Apparel,CS700122700123S,520,464,428,0,36,0.07758620689655173
Apparel,CS700122L,40942,38993,49862,233,-10869,-0.2787423383684251
Apparel,CS700122M,4470,4257,5992,28,-1735,-0.407564012215175
Apparel,CS700122S,-368,-350,0,0,-350,1
Apparel,CS700122XL,1423,1355,0,0,1355,1
Apparel,CS700122XXL,272,259,1071,5,-812,-3.135135135135135
Apparel,CS700123700124L,6326,5648,2484,6,3164,0.5601983002832861
Apparel,CS700123700124M,1443,1288,414,1,874,0.6785714285714286
Apparel,CS700123L,206188,195743,127001,635,68742,0.3511849721318259
Apparel,CS700123M,171506,162308,118401,592,43907,0.2705165487837938
Apparel,CS700123S,46532,44069,29400,147,14669,0.3328643717806168
Apparel,CS700123XL,110387,104615,64600,323,40015,0.38249772977106533
Apparel,CS700123XXL,36786,34939,24400,122,10539,0.30164000114485245
Apparel,CS700124L,10550,10048,16709,78,-6661,-0.6629179936305732
Apparel,CS700124M,-1622,-1545,0,0,-1545,1
Apparel,CS700124S,-1287,-1226,0,0,-1226,1
Apparel,CS700124XL,1037,988,-428,-2,1416,1.4331983805668016
Apparel,CS700124XXL,-291,-277,643,3,-920,3.32129963898917
Apparel,CS700125L,5822,5198,3900,15,1298,0.24971142747210465
Apparel,CS700125M,8222,7831,3640,14,4191,0.5351806921210573
Apparel,CS700125S,295,281,260,1,21,0.07473309608540925
Apparel,CS700125XL,10187,9054,3380,13,5674,0.6266843384139607
Apparel,CS700125XXL,-390,-371,-260,-1,-111,0.2991913746630728
Apparel,CS700126L,6815,6490,3900,15,2590,0.39907550077041604
Apparel,CS700126M,7777,7407,2340,9,5067,0.68408262454435
Apparel,CS700126S,314,299,260,1,39,0.13043478260869565
Apparel,CS700126XL,1547,1419,1300,5,119,0.08386187455954898
Apparel,CS700126XXL,1046,997,520,2,477,0.47843530591775324
Apparel,CS700127118119L,-108,-97,34,-1,-131,1.3505154639175259
Apparel,CS700127L,-4954,-4718,-3502,-17,-1216,0.2577363289529462
Apparel,CS700127M,2510,2390,1854,9,536,0.22426778242677825
Apparel,CS700127S,800,761,412,2,349,0.45860709592641263
Apparel,CS700127XL,-69,-66,206,1,-272,4.121212121212121
Apparel,CS700127XXL,69,66,206,1,-140,-2.121212121212121
Apparel,CS700128L,-4015,-3823,206,1,-4029,1.0538843839916296
Apparel,CS700128M,3328,3169,2472,12,697,0.21994319974755444
Apparel,CS700128S,-111,-106,0,0,-106,1
Apparel,CS700128XL,-2783,-2650,-412,-2,-2238,0.8445283018867924
Apparel,CS700128XXL,729,694,618,3,76,0.10951008645533142
Apparel,CS700129L,-4196,-3996,5256,24,-9252,2.315315315315315
Apparel,CS700129M,-1470,-1400,1752,8,-3152,2.2514285714285713
Apparel,CS700129S,-1071,-1020,-219,-1,-801,0.7852941176470588
Apparel,CS700129XL,2384,2271,2628,12,-357,-0.1571994715984148
Apparel,CS700129XXL,-1249,-1190,657,3,-1847,1.5521008403361345
Apparel,CS700130L,34296,32663,42826,191,-10163,-0.311147169580259
Apparel,CS700130M,3054,2908,896,4,2012,0.6918844566712518
Apparel,CS700130S,-165,-157,448,2,-605,3.8535031847133756
Apparel,CS700130XL,5860,5309,4036,18,1273,0.23978150310792992
Apparel,CS700130XXL,3023,2699,1344,6,1355,0.5020377917747314
Apparel,CS700131L,-823,-744,1082,5,-1826,2.454301075268817
Apparel,CS700131M,-5148,-4903,648,3,-5551,1.132163981235978
Apparel,CS700131S,-217,-207,216,1,-423,2.0434782608695654
Apparel,CS700131XL,-742,-663,432,2,-1095,1.6515837104072397
Apparel,CS700131XXL,1131,1010,648,3,362,0.3584158415841584
Apparel,CS700132L,231661,220603,118738,711,101865,0.46175709305857127
Apparel,CS700132M,278434,264192,135939,814,128253,0.48545376090116277
Apparel,CS700132S,176854,167272,89513,536,77759,0.4648656081113396
Apparel,CS700132XL,154611,146581,78324,469,68257,0.46566062450112905
Apparel,CS700132XS,3114,2966,2505,15,461,0.15542818610923803
Apparel,CS700132XXL,36475,34738,20374,122,14364,0.41349530773216653
Apparel,CS700133132139M,7002,6252,5855,5,397,0.06349968010236724
Apparel,CS700133132139S,7161,6394,9022,5,-2628,-0.411010322177041
Apparel,CS700133700132L,1072,1021,332,1,689,0.6748285994123409
Apparel,CS700133700132M,-794,-709,-664,-2,-45,0.06346967559943582
Apparel,CS700133700132XL,1072,1021,332,1,689,0.6748285994123409
Apparel,CS700133L,349877,331335,184110,1083,147225,0.444338811172982
Apparel,CS700133M,426889,406560,211480,1244,195080,0.47983077528532075
Apparel,CS700133S,248229,236112,106930,629,129182,0.5471217049535814
Apparel,CS700133XL,221774,211070,111180,654,99890,0.4732553181409011
Apparel,CS700133XS,2784,2652,2380,14,272,0.10256410256410256
Apparel,CS700133XXL,44786,42293,24140,142,18153,0.4292199654789209
Apparel,CS700134700139L,473,422,389,0,33,0.07819905213270142
Apparel,CS700134700139XL,5141,4590,1855,5,2735,0.5958605664488017
Apparel,CS700134L,231616,220293,144000,800,76293,0.3463251215426727
Apparel,CS700134M,265249,251524,158040,878,93484,0.37167029786421973
Apparel,CS700134S,164453,156595,94320,524,62275,0.39768191832433986
Apparel,CS700134XL,181558,172946,113580,631,59366,0.3432632151076058
Apparel,CS700134XS,3713,3536,3168,16,368,0.10407239819004525
Apparel,CS700134XXL,34375,32737,25020,139,7717,0.2357271588722241
Apparel,CS700135700134M,2034,1937,720,2,1217,0.628291171915333
Apparel,CS700135700134S,4615,4121,1440,4,2681,0.6505702499393351
Apparel,CS700135700136L,3067,2738,1092,3,1646,0.6011687363038715
Apparel,CS700135700136M,3450,3080,1092,3,1988,0.6454545454545455
Apparel,CS700135700136XXL,1218,1160,364,1,796,0.6862068965517242
Apparel,CS700135L,403408,384080,194944,1083,189136,0.4924390751926682
Apparel,CS700135M,497868,474249,252186,1401,222063,0.46824136687689377
Apparel,CS700135S,284869,271881,151743,843,120138,0.44187714478025314
Apparel,CS700135XL,260885,246761,123842,688,122919,0.49812976929093333
Apparel,CS700135XS,3664,3490,3168,16,322,0.09226361031518625
Apparel,CS700135XXL,63998,60824,37801,210,23023,0.3785183480205182
Apparel,CS700136L,166600,158202,86848,472,71354,0.45103096041769386
Apparel,CS700136M,203566,193872,107641,585,86231,0.4447831558966741
Apparel,CS700136S,108714,103355,49864,271,53491,0.5175463209327077
Apparel,CS700136XL,110244,104539,62744,341,41795,0.399802944355695
Apparel,CS700136XS,1189,1133,1015,5,118,0.10414827890556046
Apparel,CS700136XXL,26102,24834,17296,94,7538,0.30353547555770316
Apparel,CS700137700133M,473,422,0,0,422,1
Apparel,CS700137700133XL,5602,5336,680,2,4656,0.8725637181409296
Apparel,CS700137700138S,3829,3419,3594,4,-175,-0.05118455688797894
Apparel,CS700137L,293144,278755,131950,754,146805,0.5266452619683952
Apparel,CS700137M,344731,327840,146825,839,181015,0.5521443387018058
Apparel,CS700137S,194862,185750,91525,523,94225,0.5072678331090175
Apparel,CS700137XL,181904,173103,86100,492,87003,0.5026082736867645
Apparel,CS700137XS,4741,4516,4004,22,512,0.1133746678476528
Apparel,CS700137XXL,17379,16551,13825,79,2726,0.16470303909129358
Apparel,CS700138700132S,1203,1074,360,1,714,0.664804469273743
Apparel,CS700138L,16583,15538,17108,94,-1570,-0.1010426052258978
Apparel,CS700138M,13744,13069,14283,74,-1214,-0.0928915754839697
Apparel,CS700138S,14119,13471,10229,53,3242,0.2406651325068666
Apparel,CS700138XL,13428,12433,10808,56,1625,0.1307005549746642
Apparel,CS700138XS,1335,1271,1158,6,113,0.0889063729346971
Apparel,CS700138XXL,5284,5032,4632,24,400,0.0794912559618442
Apparel,CS700139L,10952,10431,11842,62,-1411,-0.13526986866072285
Apparel,CS700139M,23080,21981,23875,125,-1894,-0.0861653245985169
Apparel,CS700139S,14017,13349,12606,66,743,0.05565959997003521
Apparel,CS700139XL,11840,11276,9932,52,1344,0.1191912025540972
Apparel,CS700139XS,1320,1258,1146,6,112,0.0890302066772655
Apparel,CS700139XXL,3245,3091,2865,15,226,0.07311549660304109
Apparel,CS700140L,25937,24702,24448,128,254,0.010282568213100154
Apparel,CS700140M,16639,15822,17190,90,-1368,-0.08646188850967008
Apparel,CS700140S,4797,4568,3438,18,1130,0.24737302977232925
Apparel,CS700140XL,15127,14407,15662,82,-1255,-0.08711043242868051
Apparel,CS700140XS,869,828,764,4,64,0.07729468599033816
Apparel,CS700140XXL,5290,5038,4584,24,454,0.09011512504962287
Apparel,CS700141L,-3236,-3284,2715,8,-5999,1.82673568818514
Apparel,CS700141M,-1267,-1207,3051,9,-4258,3.527754763877382
Apparel,CS700141S,1195,1138,1356,4,-218,-0.19156414762741653
Apparel,CS700141XL,-4090,-3935,2034,6,-5969,1.5168996188055908
Apparel,CS700141XXL,-567,-540,-339,-1,-201,0.37222222222222223
Apparel,CS700142L,642,658,5085,15,-4427,-6.727963525835866
Apparel,CS700142M,-2998,-2856,3394,10,-6250,2.1883753501400562
Apparel,CS700142S,2495,2376,2373,7,3,0.0012626262626262627
Apparel,CS700142XL,-639,-608,3054,9,-3662,6.0230263157894735
Apparel,CS700142XXL,1587,1511,1017,3,494,0.3269358041032429
Apparel,CS700145700049XXXL,2193,2088,870,1,1218,0.5833333333333334
Apparel,CS700145L,3930088,3735020,1351417,3786,2383603,0.6381767701377771
Apparel,CS700145M,3966460,3769654,1319679,3698,2449975,0.6499203905716546
Apparel,CS700145S,1694404,1608753,627686,1761,981067,0.6098307198183935
Apparel,CS700145XL,2618776,2484965,889685,2493,1595280,0.6419728245669456
Apparel,CS700145XS,337901,320079,116047,326,204032,0.6374426313503854
Apparel,CS700145XXL,1325196,1260259,478009,1340,782250,0.620705743819326
Apparel,CS700145XXXL,153438,138004,80975,205,57029,0.41324164516970524
Apparel,CS700146L,55501,52472,47944,104,4528,0.08629364232352493
Apparel,CS700146M,55874,51220,45493,97,5727,0.11181179226864506
Apparel,CS700146S,34704,32148,40803,87,-8655,-0.26922359089212394
Apparel,CS700146XL,83002,81937,97083,207,-15146,-0.18484933546505242
Apparel,CS700146XS,-57588,-54846,-26264,-56,-28582,0.5211318965831602
Apparel,CS700146XXL,23774,25453,41968,86,-16515,-0.6488429654657604
Apparel,CS700146XXXL,-39339,-37888,-13572,-29,-24316,0.6417863175675675
Apparel,CS700147L,72017,67809,80214,174,-12405,-0.18294031765694818
Apparel,CS700147M,51108,50439,52118,103,-1679,-0.033287733698130414
Apparel,CS700147S,15566,16035,15483,33,552,0.03442469597754911
Apparel,CS700147XL,82444,78088,97552,208,-19464,-0.24925724823276305
Apparel,CS700147XS,45919,43732,56991,121,-13259,-0.30318759718284094
Apparel,CS700147XXL,-42025,-41477,-19698,-42,-21779,0.5250861923475661
Apparel,CS700147XXXL,33035,30224,46900,100,-16676,-0.5517469560614081
Apparel,CS700148L,59977,56469,11241,24,45228,0.8009350262976146
Apparel,CS700148M,47680,42738,0,0,42738,1
Apparel,CS700148S,13655,12258,10274,22,1984,0.16185348343938652
Apparel,CS700148XL,47802,42918,-4554,-9,47472,1.1061093247588425
Apparel,CS700148XS,-7372,-7054,-32270,-70,25216,-3.5747093847462432
Apparel,CS700148XXL,3519,3965,-14991,-32,18956,4.780832282471627
Apparel,CS700148XXXL,-3371,-2826,-20496,-42,17670,-6.252653927813164
Apparel,CS700149700071XXL,2254,2146,999,1,1147,0.5344827586206896
Apparel,CS700149L,53172,47998,1032,2,46966,0.9784991041293387
Apparel,CS700149M,46994,43245,14914,30,28331,0.6551277604347323
Apparel,CS700149S,17953,17011,-3976,-8,20987,1.2337311151607784
Apparel,CS700149XL,25487,21442,-25805,-50,47247,2.20347915306408
Apparel,CS700149XS,-22351,-20359,-51688,-104,31329,-1.5388280367405078
Apparel,CS700149XXL,11095,9053,-10437,-21,19490,2.152877499171545
Apparel,CS700149XXXL,18424,16072,-6709,-13,22781,1.4174340467894475
Apparel,CS700150L,24470,21838,1988,4,19850,0.9089660225295356
Apparel,CS700150M,14014,12704,13723,28,-1019,-0.08021095717884132
Apparel,CS700150S,-1861,-1662,0,0,-1662,1
Apparel,CS700150XL,27330,24512,11411,23,13101,0.534472911227154
Apparel,CS700150XS,6154,5573,-994,-2,6567,1.1783599497577606
Apparel,CS700150XXL,47538,43564,22368,45,21196,0.48654852630612433
Apparel,CS700150XXXL,28945,26732,28329,57,-1597,-0.05974113422115816
Apparel,CS700151L,43987,40151,50694,102,-10543,-0.2625837463575004
Apparel,CS700151M,-2458,-2475,-6955,-13,4480,-1.8101010101010102
Apparel,CS700151S,21442,20421,29342,59,-8921,-0.4368542186964399
Apparel,CS700151XL,42488,38217,68480,128,-30263,-0.7918727267969752
Apparel,CS700151XS,-42565,-40538,-11928,-24,-28610,0.7057575608071439
Apparel,CS700151XXL,-37343,-35565,-14910,-30,-20655,0.5807676086039646
Apparel,CS700151XXXL,17850,17000,34790,70,-17790,-1.046470588235294
Apparel,CS700152L,3115,5086,-22455,-45,27541,5.415060951631931
Apparel,CS700152M,117,1048,-45733,-92,46781,44.63835877862596
Apparel,CS700152S,12998,13043,6436,13,6607,0.5065552403588132
Apparel,CS700152XL,14884,14091,-9443,-19,23534,1.6701440635866864
Apparel,CS700152XS,-36477,-34781,-43893,-82,9112,-0.2619821166728961
Apparel,CS700152XXL,8506,8403,-5001,-10,13404,1.5951445912174222
Apparel,CS700152XXXL,8391,7921,-4473,-9,12394,1.564701426587552
Apparel,CS700153700046XXXL,1915,1824,1082,1,742,0.4067982456140351
Apparel,CS700153L,460741,439809,339279,577,100530,0.2285764957060906
Apparel,CS700153M,419530,400351,309817,538,90534,0.22613656516406852
